CMDLINE /Users/jordandavis/miniconda3/envs/hgrnenv/bin/python /Users/jordandavis/Documents/HGRN_repo_fork/run_sim.py
MEM 1128.679688 1755564786.4493
MEM 1133.226562 1755564786.5502
MEM 1133.214844 1755564786.6554
MEM 1133.332031 1755564786.7588
MEM 1133.605469 1755564786.8636
MEM 1133.867188 1755564786.9663
MEM 1130.910156 1755564787.0690
MEM 1131.144531 1755564787.1727
MEM 1131.917969 1755564787.2755
MEM 1132.675781 1755564787.3803
MEM 1133.222656 1755564787.4843
MEM 1133.312500 1755564787.5893
MEM 1133.371094 1755564787.6946
MEM 1133.472656 1755564787.7987
MEM 1131.285156 1755564787.9040
MEM 1131.289062 1755564788.0060
MEM 1131.433594 1755564788.1111
MEM 1131.914062 1755564788.2138
MEM 1131.058594 1755564788.3141
MEM 1117.886719 1755564788.4175
MEM 1118.003906 1755564788.5190
MEM 1118.042969 1755564788.6207
MEM 1118.050781 1755564788.7214
MEM 1118.070312 1755564788.8244
MEM 1118.074219 1755564788.9275
MEM 1118.082031 1755564789.0304
MEM 1118.085938 1755564789.1356
MEM 1118.085938 1755564789.2386
MEM 1118.089844 1755564789.3439
MEM 1118.097656 1755564789.4466
MEM 1118.097656 1755564789.5482
MEM 1118.132812 1755564789.6494
MEM 1118.132812 1755564789.7504
MEM 1114.671875 1755564789.8512
MEM 1115.488281 1755564789.9560
MEM 1116.277344 1755564790.0600
MEM 1117.179688 1755564790.1608
MEM 1117.960938 1755564790.2614
MEM 1113.261719 1755564790.3646
MEM 1113.371094 1755564790.4651
MEM 1113.394531 1755564790.5667
MEM 1113.417969 1755564790.6671
MEM 1113.457031 1755564790.7689
MEM 1113.531250 1755564790.8701
MEM 1113.609375 1755564790.9753
MEM 1113.609375 1755564791.0785
MEM 1114.253906 1755564791.1788
MEM 1117.425781 1755564791.2802
MEM 1157.230469 1755564791.3806
MEM 1157.562500 1755564791.4842
MEM 1157.812500 1755564791.5859
MEM 1158.242188 1755564791.6870
MEM 1158.429688 1755564791.7893
MEM 1158.726562 1755564791.8915
MEM 1158.902344 1755564791.9952
MEM 1159.175781 1755564792.0955
MEM 1159.417969 1755564792.1964
MEM 1159.417969 1755564792.3001
MEM 1159.417969 1755564792.4041
MEM 1159.417969 1755564792.5080
MEM 1159.437500 1755564792.6109
MEM 1159.464844 1755564792.7149
MEM 1159.484375 1755564792.8175
MEM 1159.484375 1755564792.9187
MEM 1159.484375 1755564793.0236
MEM 1159.484375 1755564793.1279
MEM 1159.484375 1755564793.2283
MEM 1159.484375 1755564793.3287
MEM 1159.484375 1755564793.4299
MEM 1159.484375 1755564793.5321
MEM 1200.625000 1755564793.6326
MEM 1200.921875 1755564793.7332
MEM 1201.339844 1755564793.8357
MEM 1201.621094 1755564793.9393
MEM 1201.621094 1755564794.0445
MEM 1201.621094 1755564794.1451
MEM 1201.621094 1755564794.2455
MEM 1201.640625 1755564794.3473
MEM 1201.687500 1755564794.4493
MEM 1201.687500 1755564794.5510
MEM 1201.687500 1755564794.6559
MEM 1201.687500 1755564794.7587
MEM 1201.687500 1755564794.8612
MEM 1201.687500 1755564794.9618
MEM 1201.687500 1755564795.0620
MEM 1201.687500 1755564795.1640
MEM 1201.687500 1755564795.2653
MEM 1232.218750 1755564795.3696
MEM 1227.109375 1755564795.4704
MEM 1227.468750 1755564795.5747
MEM 1227.875000 1755564795.6772
MEM 1228.097656 1755564795.7796
MEM 1228.097656 1755564795.8837
MEM 1228.097656 1755564795.9854
MEM 1228.117188 1755564796.0867
MEM 1228.164062 1755564796.1894
MEM 1228.164062 1755564796.2909
MEM 1228.164062 1755564796.3961
MEM 1228.109375 1755564796.4974
MEM 1228.109375 1755564796.5987
MEM 1228.109375 1755564796.7039
MEM 1228.109375 1755564796.8083
MEM 1228.109375 1755564796.9125
MEM 1228.109375 1755564797.0147
MEM 1228.109375 1755564797.1160
MEM 1228.367188 1755564797.2175
MEM 1228.425781 1755564797.3188
MEM 1228.460938 1755564797.4227
MEM 1228.460938 1755564797.5268
MEM 1228.460938 1755564797.6293
MEM 1228.484375 1755564797.7326
MEM 1228.484375 1755564797.8360
MEM 1228.484375 1755564797.9393
MEM 1228.484375 1755564798.0407
MEM 1228.484375 1755564798.1417
MEM 1228.484375 1755564798.2440
MEM 1217.097656 1755564798.3482
MEM 1217.097656 1755564798.4485
MEM 1217.097656 1755564798.5515
MEM 1217.324219 1755564798.6519
MEM 1218.058594 1755564798.7560
MEM 1218.906250 1755564798.8611
MEM 1219.687500 1755564798.9618
MEM 1220.359375 1755564799.0621
MEM 1219.988281 1755564799.1661
MEM 1220.050781 1755564799.2707
MEM 1220.093750 1755564799.3723
MEM 1220.097656 1755564799.4771
MEM 1220.113281 1755564799.5774
MEM 1220.152344 1755564799.6784
MEM 1220.179688 1755564799.7787
MEM 1220.222656 1755564799.8802
MEM 1220.273438 1755564799.9853
MEM 1221.207031 1755564800.0893
MEM 1222.503906 1755564800.1942
MEM 1214.316406 1755564800.2947
MEM 1214.714844 1755564800.3950
MEM 1216.105469 1755564800.4954
MEM 1216.105469 1755564800.5966
MEM 1216.179688 1755564800.7002
MEM 1216.304688 1755564800.8041
MEM 1216.394531 1755564800.9080
MEM 1216.496094 1755564801.0106
MEM 1216.761719 1755564801.1118
MEM 1216.886719 1755564801.2121
MEM 1217.128906 1755564801.3135
MEM 1217.140625 1755564801.4142
MEM 1204.289062 1755564801.5161
MEM 1204.289062 1755564801.6166
MEM 1204.289062 1755564801.7186
MEM 1204.308594 1755564801.8189
MEM 1204.355469 1755564801.9206
MEM 1204.355469 1755564802.0226
MEM 1204.355469 1755564802.1240
MEM 1204.355469 1755564802.2277
MEM 1204.355469 1755564802.3283
MEM 1204.355469 1755564802.4287
MEM 1162.644531 1755564802.5340
MEM 1151.703125 1755564802.6352
MEM 1151.703125 1755564802.7394
MEM 1151.703125 1755564802.8438
MEM 1169.839844 1755564802.9467
MEM 1170.035156 1755564803.0490
MEM 1170.464844 1755564803.1533
MEM 1170.820312 1755564803.2543
MEM 1170.820312 1755564803.3560
MEM 1170.839844 1755564803.4619
MEM 1170.859375 1755564803.5672
MEM 1170.902344 1755564803.6687
MEM 1170.949219 1755564803.7720
MEM 1170.949219 1755564803.8727
MEM 1170.949219 1755564803.9771
MEM 1170.949219 1755564804.0814
MEM 1170.949219 1755564804.1862
MEM 1170.949219 1755564804.2893
MEM 1170.949219 1755564804.3930
MEM 1170.949219 1755564804.4979
MEM 1170.949219 1755564804.6032
MEM 1209.218750 1755564804.7060
MEM 1209.703125 1755564804.8110
MEM 1210.222656 1755564804.9152
MEM 1210.625000 1755564805.0170
MEM 1210.625000 1755564805.1186
MEM 1210.625000 1755564805.2227
MEM 1210.625000 1755564805.3277
MEM 1210.593750 1755564805.4296
MEM 1210.640625 1755564805.5316
MEM 1210.640625 1755564805.6354
MEM 1210.640625 1755564805.7395
MEM 1210.640625 1755564805.8437
MEM 1210.628906 1755564805.9439
MEM 1197.316406 1755564806.0466
MEM 1197.316406 1755564806.1500
MEM 1195.460938 1755564806.2511
MEM 1195.460938 1755564806.3560
MEM 1196.789062 1755564806.4604
MEM 1246.277344 1755564806.5639
MEM 1247.125000 1755564806.6682
MEM 1247.167969 1755564806.7727
MEM 1247.207031 1755564806.8775
MEM 1247.230469 1755564806.9778
MEM 1247.261719 1755564807.0781
MEM 1247.347656 1755564807.1786
MEM 1247.398438 1755564807.2813
MEM 1247.433594 1755564807.3850
MEM 1247.445312 1755564807.4853
MEM 1247.457031 1755564807.5869
MEM 1243.699219 1755564807.6894
MEM 1243.714844 1755564807.7911
MEM 1243.714844 1755564807.8939
MEM 1243.746094 1755564807.9952
MEM 1243.757812 1755564808.0966
MEM 1243.757812 1755564808.1973
MEM 1243.757812 1755564808.3002
MEM 1243.757812 1755564808.4039
MEM 1243.757812 1755564808.5082
MEM 1243.757812 1755564808.6108
MEM 1243.757812 1755564808.7121
MEM 1243.757812 1755564808.8172
MEM 1243.757812 1755564808.9186
MEM 1243.757812 1755564809.0228
MEM 1243.757812 1755564809.1277
MEM 1243.757812 1755564809.2283
MEM 1243.757812 1755564809.3329
MEM 1243.222656 1755564809.4362
MEM 1244.238281 1755564809.5372
MEM 1245.035156 1755564809.6412
MEM 1243.765625 1755564809.7423
MEM 1244.609375 1755564809.8464
MEM 1244.914062 1755564809.9511
MEM 1245.093750 1755564810.0559
MEM 1246.511719 1755564810.1610
MEM 1246.203125 1755564810.2613
MEM 1246.339844 1755564810.3617
MEM 1246.937500 1755564810.4626
MEM 1247.750000 1755564810.5668
MEM 1248.640625 1755564810.6686
MEM 1248.828125 1755564810.7689
MEM 1248.890625 1755564810.8699
MEM 1248.972656 1755564810.9727
MEM 1249.019531 1755564811.0731
MEM 1249.195312 1755564811.1747
MEM 1249.335938 1755564811.2772
MEM 1249.820312 1755564811.3776
MEM 1250.722656 1755564811.4796
MEM 1251.800781 1755564811.5816
MEM 1252.683594 1755564811.6867
MEM 1253.425781 1755564811.7894
MEM 1272.855469 1755564811.8900
MEM 1273.003906 1755564811.9907
MEM 1273.203125 1755564812.0942
MEM 1273.363281 1755564812.1951
MEM 1273.761719 1755564812.2955
MEM 1274.308594 1755564812.3960
MEM 1275.042969 1755564812.4964
MEM 1275.996094 1755564812.5987
MEM 1277.246094 1755564812.7002
MEM 1277.339844 1755564812.8017
MEM 1277.425781 1755564812.9060
MEM 1277.488281 1755564813.0109
MEM 1277.578125 1755564813.1119
MEM 1277.683594 1755564813.2124
MEM 1277.812500 1755564813.3130
MEM 1278.773438 1755564813.4150
MEM 1283.816406 1755564813.5159
MEM 1284.769531 1755564813.6210
MEM 1285.550781 1755564813.7217
MEM 1286.359375 1755564813.8244
MEM 1306.597656 1755564813.9292
MEM 1306.820312 1755564814.0335
MEM 1306.996094 1755564814.1338
MEM 1307.199219 1755564814.2362
MEM 1307.523438 1755564814.3374
MEM 1307.699219 1755564814.4395
MEM 1309.187500 1755564814.5448
MEM 1310.003906 1755564814.6451
MEM 1310.949219 1755564814.7480
MEM 1311.246094 1755564814.8495
MEM 1313.335938 1755564814.9511
MEM 1313.371094 1755564815.0561
MEM 1313.414062 1755564815.1602
MEM 1313.445312 1755564815.2609
MEM 1313.535156 1755564815.3651
MEM 1313.660156 1755564815.4682
MEM 1313.703125 1755564815.5723
MEM 1313.882812 1755564815.6775
MEM 1314.878906 1755564815.7827
MEM 1315.628906 1755564815.8841
MEM 1316.367188 1755564815.9854
MEM 1317.183594 1755564816.0890
MEM 1335.449219 1755564816.1941
MEM 1335.660156 1755564816.2984
MEM 1335.968750 1755564816.4019
MEM 1336.148438 1755564816.5061
MEM 1336.691406 1755564816.6109
MEM 1337.570312 1755564816.7118
MEM 1338.000000 1755564816.8121
MEM 1338.078125 1755564816.9136
MEM 1338.156250 1755564817.0177
MEM 1338.281250 1755564817.1227
MEM 1338.355469 1755564817.2275
MEM 1338.531250 1755564817.3295
MEM 1379.855469 1755564817.4341
MEM 1380.144531 1755564817.5374
MEM 1380.191406 1755564817.6410
MEM 1380.230469 1755564817.7459
MEM 1380.367188 1755564817.8470
MEM 1380.367188 1755564817.9519
MEM 1380.425781 1755564818.0561
MEM 1380.496094 1755564818.1608
MEM 1380.496094 1755564818.2655
MEM 1380.496094 1755564818.3696
MEM 1380.496094 1755564818.4723
MEM 1380.496094 1755564818.5769
MEM 1380.496094 1755564818.6813
MEM 1380.496094 1755564818.7856
MEM 1380.496094 1755564818.8870
MEM 1380.496094 1755564818.9902
MEM 1379.746094 1755564819.0947
MEM 1379.746094 1755564819.1954
MEM 1379.746094 1755564819.2977
MEM 1379.746094 1755564819.3987
MEM 1420.968750 1755564819.5005
MEM 1421.007812 1755564819.6017
MEM 1421.039062 1755564819.7020
MEM 1421.117188 1755564819.8057
MEM 1421.117188 1755564819.9061
MEM 1421.183594 1755564820.0107
MEM 1421.281250 1755564820.1110
MEM 1421.281250 1755564820.2157
MEM 1421.281250 1755564820.3204
MEM 1421.281250 1755564820.4227
MEM 1421.281250 1755564820.5260
MEM 1421.292969 1755564820.6298
MEM 1421.261719 1755564820.7313
MEM 1421.261719 1755564820.8359
MEM 1421.285156 1755564820.9404
MEM 1421.285156 1755564821.0438
MEM 1421.296875 1755564821.1444
MEM 1421.296875 1755564821.2448
MEM 1421.285156 1755564821.3450
MEM 1422.027344 1755564821.4480
MEM 1422.160156 1755564821.5532
MEM 1422.171875 1755564821.6537
MEM 1422.171875 1755564821.7560
MEM 1422.171875 1755564821.8565
MEM 1422.171875 1755564821.9615
MEM 1422.089844 1755564822.0625
MEM 1422.089844 1755564822.1675
MEM 1422.089844 1755564822.2680
MEM 1422.089844 1755564822.3689
MEM 1422.089844 1755564822.4727
MEM 1422.089844 1755564822.5775
MEM 1421.843750 1755564822.6780
MEM 1421.843750 1755564822.7799
MEM 1422.476562 1755564822.8838
MEM 1423.132812 1755564822.9880
MEM 1423.910156 1755564823.0883
MEM 1424.414062 1755564823.1888
MEM 1424.695312 1755564823.2919
MEM 1425.003906 1755564823.3941
MEM 1425.417969 1755564823.4950
MEM 1425.488281 1755564823.5959
MEM 1425.851562 1755564823.6967
MEM 1426.148438 1755564823.7988
MEM 1408.660156 1755564823.9003
MEM 1410.398438 1755564824.0010
MEM 1414.917969 1755564824.1036
MEM 1419.804688 1755564824.2042
MEM 1424.968750 1755564824.3060
MEM 1427.707031 1755564824.4112
MEM 1431.886719 1755564824.5117
MEM 1437.015625 1755564824.6120
MEM 1443.964844 1755564824.7128
MEM 1442.445312 1755564824.8173
MEM 1442.859375 1755564824.9221
MEM 1443.101562 1755564825.0256
MEM 1451.273438 1755564825.1260
MEM 1504.074219 1755564825.2273
MEM 1530.210938 1755564825.3307
MEM 1530.144531 1755564825.4320
MEM 1530.203125 1755564825.5324
MEM 1530.250000 1755564825.6339
MEM 1530.308594 1755564825.7350
MEM 1530.363281 1755564825.8391
MEM 1510.886719 1755564825.9424
MEM 1511.015625 1755564826.0437
MEM 1511.015625 1755564826.1443
MEM 1510.988281 1755564826.2489
MEM 1510.988281 1755564826.3534
MEM 1510.988281 1755564826.4565
MEM 1510.988281 1755564826.5609
MEM 1510.988281 1755564826.6620
MEM 1423.707031 1755564826.7630
MEM 1366.656250 1755564826.8678
MEM 1366.656250 1755564826.9724
MEM 1366.656250 1755564827.0775
MEM 1366.656250 1755564827.1810
MEM 1366.773438 1755564827.2814
MEM 1367.152344 1755564827.3860
MEM 1367.152344 1755564827.4896
MEM 1367.152344 1755564827.5951
MEM 1367.199219 1755564827.6956
MEM 1368.378906 1755564827.7960
MEM 1371.710938 1755564827.8971
MEM 1374.875000 1755564827.9994
MEM 1373.417969 1755564828.1005
MEM 1374.882812 1755564828.2041
